x_m,y_m,vx_mps
-7.343081208068446131e+01,5.335731469096692337e+01,5.196676697004059875e+00
-7.303806330552674808e+01,5.341267738344951255e+01,5.565228182046910277e+00
-7.264453511365336169e+01,5.346916023387394290e+01,5.911630463479552233e+00
-7.225032345041078941e+01,5.352494815676838158e+01,6.000000000000000000e+00
-7.185552449981545919e+01,5.357822606666105258e+01,6.000000000000000000e+00
-7.146023428677048628e+01,5.362717879852338854e+01,6.000000000000000000e+00
-7.106454851795230354e+01,5.367000526885789213e+01,6.000000000000000000e+00
-7.066853855569569021e+01,5.370579264440988965e+01,6.000000000000000000e+00
-7.027223709779285343e+01,5.373502900536222171e+01,6.000000000000000000e+00
-6.987567381888243290e+01,5.375832566518255362e+01,6.000000000000000000e+00
-6.947887815493308494e+01,5.377629401689524258e+01,6.000000000000000000e+00
-6.908187962147010808e+01,5.378954561263801537e+01,6.000000000000000000e+00
-6.868470757490550227e+01,5.379869160676523165e+01,6.000000000000000000e+00
-6.828739168987790720e+01,5.380434363097124617e+01,6.000000000000000000e+00
-6.788996140235595078e+01,5.380711307828047296e+01,6.000000000000000000e+00
-6.749244614830831779e+01,5.380761118260389964e+01,6.000000000000000000e+00
-6.709487544326027830e+01,5.380644949607924588e+01,6.000000000000000000e+00
-6.669727880273715925e+01,5.380423941173091151e+01,6.000000000000000000e+00
-6.629968574226430178e+01,5.380159232258325375e+01,6.000000000000000000e+00
-6.590212569781030538e+01,5.379911962166061556e+01,6.000000000000000000e+00
-6.550462524130365694e+01,5.379738584310757687e+01,6.000000000000000000e+00
-6.510718214515753743e+01,5.379650300271833174e+01,6.000000000000000000e+00
-6.470977811133735713e+01,5.379632933050334032e+01,6.000000000000000000e+00
-6.431239484180855470e+01,5.379672043110291213e+01,6.000000000000000000e+00
-6.391501372030990780e+01,5.379753198871405573e+01,6.000000000000000000e+00
-6.351761636925017029e+01,5.379861944886371106e+01,6.000000000000000000e+00
-6.312018433148145391e+01,5.379983841619220897e+01,6.000000000000000000e+00
-6.272271100379993669e+01,5.380086716351791409e+01,6.000000000000000000e+00
-6.232525104163933349e+01,5.380046866414782158e+01,6.000000000000000000e+00
-6.192787859181795085e+01,5.379711073613577099e+01,6.000000000000000000e+00
-6.153066796026740803e+01,5.378926135664895014e+01,6.000000000000000000e+00
-6.113369345291939538e+01,5.377538842329779101e+01,6.000000000000000000e+00
-6.073702929614886870e+01,5.375395983369285346e+01,6.000000000000000000e+00
-6.034074971633082640e+01,5.372344491746471107e+01,6.000000000000000000e+00
-5.994487762578680190e+01,5.368375122976047464e+01,6.000000000000000000e+00
-5.954928827965508020e+01,5.363892223843494378e+01,6.000000000000000000e+00
-5.915383059981554936e+01,5.359373969725898235e+01,6.000000000000000000e+00
-5.875835525839481477e+01,5.355281900700239817e+01,6.000000000000000000e+00
-5.836275016004204019e+01,5.351709941373493251e+01,6.000000000000000000e+00
-5.796693948724880130e+01,5.348393008914528224e+01,6.000000000000000000e+00
-5.757085315058707664e+01,5.345050920635877389e+01,6.000000000000000000e+00
-5.717471072647157371e+01,5.341389969215823186e+01,6.000000000000000000e+00
-5.677921366607937159e+01,5.337094012351148109e+01,6.000000000000000000e+00
-5.638510860877727993e+01,5.331844926777498017e+01,6.000000000000000000e+00
-5.599283247980795153e+01,5.325481888682415388e+01,6.000000000000000000e+00
-5.560191549702317815e+01,5.318304277778323552e+01,6.000000000000000000e+00
-5.521172303685037264e+01,5.310695183307940681e+01,6.000000000000000000e+00
-5.482169836169881449e+01,5.302990716299154883e+01,6.000000000000000000e+00
-5.443170025847572191e+01,5.295275644385991143e+01,6.000000000000000000e+00
-5.404172626092423570e+01,5.287551017716518231e+01,6.000000000000000000e+00
-5.365177390278753222e+01,5.279817822793472004e+01,6.000000000000000000e+00
-5.326184079736545840e+01,5.272077054075248270e+01,6.000000000000000000e+00
-5.287192447840118348e+01,5.264329706020251365e+01,6.000000000000000000e+00
-5.248202247963786959e+01,5.256576765131212170e+01,6.000000000000000000e+00
-5.209213241437535657e+01,5.248819225866530758e+01,6.000000000000000000e+00
-5.170225181635680656e+01,5.241058082684608621e+01,6.000000000000000000e+00
-5.131237821932540299e+01,5.233294314132508873e+01,6.000000000000000000e+00
-5.092250915702429381e+01,5.225528930579967124e+01,6.000000000000000000e+00
-5.053264232231000364e+01,5.217762910574049329e+01,6.000000000000000000e+00
-5.014277508981236053e+01,5.209997248573156270e+01,6.000000000000000000e+00
-4.975290515238784650e+01,5.202232946991355789e+01,6.000000000000000000e+00
-4.936303004377966630e+01,5.194470976420043939e+01,6.000000000000000000e+00
-4.897314729773098207e+01,5.186712347228955622e+01,6.000000000000000000e+00
-4.858325444798494885e+01,5.178958045920823849e+01,6.000000000000000000e+00
-4.819334918739807705e+01,5.171209058998383767e+01,6.000000000000000000e+00
-4.780342889060020184e+01,5.163466388875699664e+01,6.000000000000000000e+00
-4.741349125044782653e+01,5.155731014099841047e+01,6.000000000000000000e+00
-4.702353372112744978e+01,5.148003929129203016e+01,6.000000000000000000e+00
-4.663355391593890431e+01,5.140286136377856963e+01,6.000000000000000000e+00
-4.624354944818205837e+01,5.132578614392866001e+01,6.000000000000000000e+00
-4.585351785160003857e+01,5.124882357632631624e+01,6.000000000000000000e+00
-4.546345658037936488e+01,5.117198368511218121e+01,6.000000000000000000e+00
-4.507336332737654772e+01,5.109527625575697840e+01,6.000000000000000000e+00
-4.468323562633474211e+01,5.101871131240131518e+01,6.000000000000000000e+00
-4.429307132922381385e+01,5.094229728805246538e+01,6.000000000000000000e+00
-4.390287298185727138e+01,5.086602757950659992e+01,6.000000000000000000e+00
-4.351264551674878334e+01,5.078988635498606641e+01,6.000000000000000000e+00
-4.312239418463868645e+01,5.071385746448638088e+01,6.000000000000000000e+00
-4.273212399759731994e+01,5.063792499667317060e+01,6.000000000000000000e+00
-4.234184012680837128e+01,5.056207296065535672e+01,6.000000000000000000e+00
-4.195154766389885026e+01,5.048628528598520404e+01,6.000000000000000000e+00
-4.156125178005242304e+01,5.041054598177163371e+01,6.000000000000000000e+00
-4.117095748733944305e+01,5.033483897756688918e+01,6.000000000000000000e+00
-4.078067003650025413e+01,5.025914836203656932e+01,6.000000000000000000e+00
-4.039039436004852490e+01,5.018345806473296733e+01,6.000000000000000000e+00
-4.000013578828127692e+01,5.010775209476495462e+01,6.000000000000000000e+00
-3.960989933326884938e+01,5.003201446124148788e+01,6.000000000000000000e+00
